03/08/2015 04:49:24 PM | Number packets received [IF] (difference)    Number packets sent [IF] (difference)      Number packets received [IP] (difference)    Number packets sent [IP] (difference)
03/08/2015 04:49:24 PM |              9102512 (+0)                             5572620 (+0)                                     5319508 (0)                                  5249168 (0)
03/08/2015 04:54:26 PM |              9104262 (+1750)                             5573411 (+791)                                     5320223 (715)                                  5249917 (749)
03/08/2015 04:59:28 PM |              9105273 (+1011)                             5574197 (+786)                                     5320946 (723)                                  5250639 (722)
03/08/2015 05:04:29 PM |              9106302 (+1029)                             5574786 (+589)                                     5321487 (541)                                  5251170 (531)
03/08/2015 05:09:31 PM |              9107311 (+1009)                             5575395 (+609)                                     5322048 (561)                                  5251729 (559)
03/08/2015 05:14:33 PM |              9108167 (+856)                             5575904 (+509)                                     5322516 (468)                                  5252193 (464)
03/08/2015 05:19:35 PM |              9108809 (+642)                             5576375 (+471)                                     5322929 (413)                                  5252608 (415)
03/08/2015 05:24:36 PM |              9110126 (+1317)                             5577364 (+989)                                     5323873 (944)                                  5253539 (931)
03/08/2015 05:29:38 PM |              9112466 (+2340)                             5578697 (+1333)                                     5325163 (1290)                                  5254824 (1285)
03/08/2015 05:34:40 PM |              9113848 (+1382)                             5579452 (+755)                                     5325866 (703)                                  5255524 (700)
03/08/2015 05:39:42 PM |              9114845 (+997)                             5580003 (+551)                                     5326364 (498)                                  5256011 (487)
03/08/2015 05:44:43 PM |              9116642 (+1797)                             5581431 (+1428)                                     5327746 (1382)                                  5257386 (1375)
03/08/2015 05:49:45 PM |              9117912 (+1270)                             5582169 (+738)                                     5328444 (698)                                  5258081 (695)
03/08/2015 05:54:47 PM |              9119469 (+1557)                             5583150 (+981)                                     5329373 (929)                                  5259010 (929)
03/08/2015 05:59:49 PM |              9120454 (+985)                             5583771 (+621)                                     5329934 (561)                                  5259568 (558)
03/08/2015 06:04:51 PM |              9121664 (+1210)                             5584395 (+624)                                     5330505 (571)                                  5260136 (568)
03/08/2015 06:09:52 PM |              9122703 (+1039)                             5585002 (+607)                                     5331067 (562)                                  5260690 (554)
03/08/2015 06:14:54 PM |              9123712 (+1009)                             5585628 (+626)                                     5331651 (584)                                  5261277 (587)
03/08/2015 06:19:56 PM |              9124576 (+864)                             5586141 (+513)                                     5332119 (468)                                  5261737 (460)
03/08/2015 06:24:58 PM |              9125909 (+1333)                             5587092 (+951)                                     5333010 (891)                                  5262626 (889)
03/08/2015 06:29:59 PM |              9126828 (+919)                             5587662 (+570)                                     5333536 (526)                                  5263144 (518)
